laureate_id,awardYear,category,prize,motivation,portion,laureate_type,full_Name,gender,birth_city,birth_country,birth_continent,organization_name,organization_city,organization_country,death_city,death_country,iso_alpha,birth_date_datetime,death_date_datetime,years_lived,dateAwarded_datetime,laureates_age_receiving_prize,decade,US_born_laureates,female_laureates,chemistry_category,physics_category,Literature_category,Peace_category,Physiology or Medicine,
615,390,1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1968,for their interpretation of the genetic code and its function in protein synthesis,01-Mar,Individual,Marshall W. Nirenberg,male,"New York, NY",USA,North America,National Institutes of Health,"Bethesda, MD",USA,"New York, NY",USA,USA,10-04-1927,15-01-2010,83,16-10-1968,42,1960,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
616,830,2008,Chemistry,The Nobel Prize in Chemistry 2008,"for the discovery and development of the green fluorescent protein, GFP",01-Mar,Individual,Martin Chalfie,male,"Chicago, IL",USA,North America,Columbia University,"New York, NY",USA,,,USA,15-01-1947,,,08-10-2008,62,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
617,889,2013,Chemistry,The Nobel Prize in Chemistry 2013,for the development of multiscale models for complex chemical systems,01-Mar,Individual,Martin Karplus,male,Vienna,Austria,Europe,Université de Strasbourg,Strasbourg,France,"Cambridge, MA",USA,AUT,15-03-1930,28-12-2024,95,09-10-2013,84,2010,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
618,147,1995,Physics,The Nobel Prize in Physics 1995,for the discovery of the tau lepton,01-Feb,Individual,Martin L. Perl,male,"New York, NY",USA,North America,Stanford University,"Stanford, CA",USA,"Palo Alto, CA",USA,USA,24-06-1927,30-09-2014,87,11-10-1995,68,1990,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
619,524,1964,Peace,The Nobel Peace Prize 1964,for his non-violent struggle for civil rights for the Afro-American population,1,Individual,Martin Luther King Jr.,male,"Atlanta, GA",USA,North America,,,,"Memphis, TN",USA,USA,15-01-1929,04-04-1968,39,14-10-1964,36,1960,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
620,451,1994,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1994,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,01-Feb,Individual,Martin Rodbell,male,"Baltimore, MD",USA,North America,National Institute of Environmental Health Sciences,"Research Triangle Park, NC",USA,"Chapel Hill, NC",USA,USA,01-12-1925,07-12-1998,73,10-10-1994,69,1990,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
621,100,1974,Physics,The Nobel Prize in Physics 1974,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",01-Feb,Individual,Sir Martin Ryle,male,Brighton,United Kingdom,Europe,University of Cambridge,Cambridge,United Kingdom,Cambridge,United Kingdom,GBR,27-09-1918,14-10-1984,66,15-10-1974,56,1970,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
622,159,1999,Physics,The Nobel Prize in Physics 1999,for elucidating the quantum structure of electroweak interactions in physics,01-Feb,Individual,Martinus J.G. Veltman,male,Waalwijk,the Netherlands,Europe,,,,Bilthoven,the Netherlands,,27-06-1931,04-01-2021,90,12-10-1999,68,1990,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
623,833,2008,Peace,The Nobel Peace Prize 2008,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",1,Individual,Martti Ahtisaari,male,Vyborg,Finland,Europe,,,,Helsinki,Finland,FIN,23-06-1937,16-10-2023,86,10-10-2008,71,2000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
624,754,2002,Physics,The Nobel Prize in Physics 2002,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",01-Apr,Individual,Masatoshi Koshiba,male,Toyohashi,Japan,Asia,University of Tokyo,Tokyo,Japan,Tokyo,Japan,JPN,19-09-1926,12-11-2020,94,08-10-2002,76,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
625,702,1988,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1988,for his pioneering contributions to the theory of markets and efficient utilization of resources,1,Individual,Maurice Allais,male,Paris,France,Europe,École Nationale Supérieur des Mines de Paris,Paris,France,Paris,France,FRA,31-05-1911,09-10-2010,99,18-10-1988,77,1980,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
626,581,1911,Literature,The Nobel Prize in Literature 1911,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations",1,Individual,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,male,Ghent,Belgium,Europe,,,,Nice,France,BEL,1862-08-29,06-05-1949,87,09-11-1911,49,1910,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
627,374,1962,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1962,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,01-Mar,Individual,Maurice Hugh Frederick Wilkins,male,Pongaroa,New Zealand,Oceania,London University,London,United Kingdom,London,United Kingdom,NZL,15-12-1916,05-10-2004,88,18-10-1962,46,1960,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
628,61,1954,Physics,The Nobel Prize in Physics 1954,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction",01-Feb,Individual,Max Born,male,Wroclaw,Poland,Europe,Edinburgh University,Edinburgh,United Kingdom,Göttingen,Germany,POL,1882-12-11,05-01-1970,87,03-11-1954,72,1950,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
629,391,1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1969,for their discoveries concerning the replication mechanism and the genetic structure of viruses,01-Mar,Individual,Max Delbrück,male,Berlin,Germany,Europe,California Institute of Technology (Caltech),"Pasadena, CA",USA,"Pasadena, CA",USA,DEU,04-09-1906,09-03-1981,75,16-10-1969,63,1960,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
630,226,1962,Chemistry,The Nobel Prize in Chemistry 1962,for their studies of the structures of globular proteins,01-Feb,Individual,Max Ferdinand Perutz,male,Vienna,Austria,Europe,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Cambridge,United Kingdom,AUT,19-05-1914,06-02-2002,88,01-11-1962,48,1960,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
631,23,1918,Physics,The Nobel Prize in Physics 1918,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,1,Individual,Max Karl Ernst Ludwig Planck,male,Kiel,Germany,Europe,Berlin University,Berlin,Germany,Göttingen,Germany,DEU,1858-04-23,04-10-1947,89,13-11-1919,62,1910,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
632,352,1951,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1951,for his discoveries concerning yellow fever and how to combat it,1,Individual,Max Theiler,male,Pretoria,South Africa,Africa,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","New York, NY",USA,"New Haven, CT",USA,ZAF,1899-01-30,11-08-1972,74,18-10-1951,53,1950,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
633,19,1914,Physics,The Nobel Prize in Physics 1914,for his discovery of the diffraction of X-rays by crystals,1,Individual,Max von Laue,male,Pfaffendorf,Germany,Europe,Frankfurt-on-the-Main University,Frankfurt-on-the-Main,Germany,Berlin,Germany,DEU,1879-10-09,23-04-1960,81,11-11-1915,36,1910,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
634,904,2014,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2014,for their discoveries of cells that constitute a positioning system in the brain,01-Apr,Individual,May-Britt Moser,female,Fosnavåg,Norway,Europe,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,,,NOR,04-01-1963,,,06-10-2014,52,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
635,225,1961,Chemistry,The Nobel Prize in Chemistry 1961,for his research on the carbon dioxide assimilation in plants,1,Individual,Melvin Calvin,male,"St. Paul, MN",USA,North America,University of California,"Berkeley, CA",USA,"Berkeley, CA",USA,USA,08-04-1911,08-01-1997,86,02-11-1961,51,1960,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
636,133,1988,Physics,The Nobel Prize in Physics 1988,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,01-Mar,Individual,Melvin Schwartz,male,"New York, NY",USA,North America,"Digital Pathways, Inc.","Mountain View, CA",USA,"Twin Falls, ID",USA,USA,02-11-1932,28-08-2006,74,19-10-1988,56,1980,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
637,1019,2022,Peace,The Nobel Peace Prize 2022,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",01-Mar,Organization,Memorial,Organization,,,,,,,,,,,,,07-10-2022,,2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
638,539,1978,Peace,The Nobel Peace Prize 1978,for jointly having negotiated peace between Egypt and Israel in 1978,01-Feb,Individual,Menachem Begin,male,Brest Litovsk,Belarus,Europe,,,,Tel Aviv,Israel,BLR,16-08-1913,09-03-1992,79,27-10-1978,65,1970,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
639,705,1990,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1990,for their pioneering work in the theory of financial economics,01-Mar,Individual,Merton H. Miller,male,"Boston, MA",USA,North America,University of Chicago,"Chicago, IL",USA,"Chicago, IL",USA,USA,16-05-1923,03-06-2000,77,16-10-1990,67,1990,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
640,986,2020,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2020,for the discovery of Hepatitis C virus,01-Mar,Individual,Michael Houghton,male,,United Kingdom,Europe,University of Alberta,Edmonton,Canada,,,GBR,01-01-1949,,,05-10-2020,72,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
641,984,2019,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2019,for their experimental approach to alleviating global poverty,01-Mar,Individual,Michael Kremer,male,"New York, NY",USA,North America,Harvard University,"Cambridge, MA",USA,,,USA,12-11-1964,,,14-10-2019,55,2010,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
642,890,2013,Chemistry,The Nobel Prize in Chemistry 2013,for the development of multiscale models for complex chemical systems,01-Mar,Individual,Michael Levitt,male,Pretoria,South Africa,Africa,Stanford University School of Medicine,"Stanford, CA",USA,,,ZAF,09-05-1947,,,09-10-2013,66,2010,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
643,939,2017,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2017,for their discoveries of molecular mechanisms controlling the circadian rhythm,01-Mar,Individual,Michael Rosbash,male,"Kansas City, MO",USA,North America,Brandeis University,"Waltham, MA",USA,,,USA,07-03-1944,,,02-10-2017,74,2010,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
644,432,1985,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1985,for their discoveries concerning the regulation of cholesterol metabolism,01-Feb,Individual,Michael S. Brown,male,"New York, NY",USA,North America,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,,,USA,13-04-1941,,,14-10-1985,45,1980,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
645,279,1993,Chemistry,The Nobel Prize in Chemistry 1993,"for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies",01-Feb,Individual,Michael Smith,male,Blackpool,United Kingdom,Europe,University of British Columbia,Vancouver,Canada,Vancouver,Canada,GBR,26-04-1932,04-10-2000,68,13-10-1993,61,1990,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
646,940,2017,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2017,for their discoveries of molecular mechanisms controlling the circadian rhythm,01-Mar,Individual,Michael W. Young,male,"Miami, FL",USA,North America,Rockefeller University,"New York, NY",USA,,,USA,28-03-1949,,,02-10-2017,69,2010,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
647,974,2019,Physics,The Nobel Prize in Physics 2019,for the discovery of an exoplanet orbiting a solar-type star,01-Apr,Individual,Michel Mayor,male,Lausanne,Switzerland,Europe,University of Geneva,Geneva,Switzerland,,,CHE,12-01-1942,,,08-10-2019,78,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
648,641,1967,Literature,The Nobel Prize in Literature 1967,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America",1,Individual,Miguel Angel Asturias,male,Guatemala City,Guatemala,North America,,,,Madrid,Spain,GTM,1899-10-19,09-06-1974,75,19-10-1967,68,1960,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
649,552,1990,Peace,The Nobel Peace Prize 1990,for the leading role he played in the radical changes in East-West relations,1,Individual,Mikhail Sergeyevich Gorbachev,male,Privolnoye,Russia,Europe,,,,Moscow,Russia,,02-03-1931,30-08-2022,91,15-10-1990,60,1990,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
650,638,1965,Literature,The Nobel Prize in Literature 1965,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people",1,Individual,Mikhail Aleksandrovich Sholokhov,male,Veshenskaya,Russia,Europe,,,,Veshenskaya,Russia,,24-05-1905,21-02-1984,79,15-10-1965,60,1960,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
651,688,1976,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1976,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy",1,Individual,Milton Friedman,male,"Brooklyn, NY",USA,North America,University of Chicago,"Chicago, IL",USA,"San Francisco, CA",USA,USA,31-07-1912,16-11-2006,94,14-10-1976,64,1970,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
652,880,2012,Literature,The Nobel Prize in Literature 2012,"who with hallucinatory realism merges folk tales, history and the contemporary",1,Individual,Mo Yan,male,Gaomi,China,Asia,,,,,,CHN,25-03-1956,,,11-10-2012,57,2010,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
653,798,2005,Peace,The Nobel Peace Prize 2005,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,01-Feb,Individual,Mohamed ElBaradei,male,Cairo,Egypt,Africa,,,,,,EGY,17-06-1942,,,07-10-2005,63,2000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
654,1016,2022,Chemistry,The Nobel Prize in Chemistry 2022,for the development of click chemistry and bioorthogonal chemistry,01-Mar,Individual,Morten Meldal,male,Copenhagen,Denmark,Europe,University of Copenhagen,Copenhagen,Denmark,,,DNK,01-01-1954,,,05-10-2022,69,2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
655,540,1979,Peace,The Nobel Peace Prize 1979,for her work for bringing help to suffering humanity,1,Individual,Mother Teresa,female,Skopje,North Macedonia,Europe,,,,Calcutta,India,MKD,26-08-1910,05-09-1997,87,27-10-1979,69,1970,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
656,1029,2023,Chemistry,The Nobel Prize in Chemistry 2023,for the discovery and synthesis of quantum dots,01-Mar,Individual,Moungi G. Bawendi,male,Paris,France,Europe,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,FRA,01-01-1961,,,04-10-2023,63,2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
657,809,2006,Peace,The Nobel Peace Prize 2006,for their efforts to create economic and social development from below,01-Feb,Individual,Muhammad Yunus,male,Chittagong,Bangladesh,Asia,,,,,,BGD,28-06-1940,,,13-10-2006,66,2000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
658,90,1969,Physics,The Nobel Prize in Physics 1969,for his contributions and discoveries concerning the classification of elementary particles and their interactions,1,Individual,Murray Gell-Mann,male,"New York, NY",USA,North America,California Institute of Technology (Caltech),"Pasadena, CA",USA,"Santa Fe, NM",USA,USA,15-09-1929,24-05-2019,90,30-10-1969,40,1960,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
659,718,1997,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1997,for a new method to determine the value of derivatives,01-Feb,Individual,Myron S. Scholes,male,"Timmins, ON",Canada,North America,Long Term Capital Management,"Greenwich, CT",USA,,,CAN,01-07-1941,,,14-10-1997,56,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
660,967,2018,Peace,The Nobel Peace Prize 2018,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,01-Feb,Individual,Nadia Murad Basee Taha,female,Kojo,Iraq,Asia,,,,,,IRQ,10-03-1993,,,05-10-2018,26,2010,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
661,668,1991,Literature,The Nobel Prize in Literature 1991,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity,1,Individual,Nadine Gordimer,female,Springs,South Africa,Africa,,,,Johannesburg,South Africa,ZAF,20-11-1923,13-07-2014,91,03-10-1991,68,1990,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
